type,agency,budget_type,appropriation_id,amount,text,page,source,year
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,15816390.0,"26 (21835) ... 15,816,390 ........................... (re. $11,057,000)",235,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,15816390.0,"26 (21835) ... 15,816,390 ........................... (re. $11,057,000)",235,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,11057000.0,"26 (21835) ... 15,816,390 ........................... (re. $11,057,000)",235,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,11057000.0,"26 (21835) ... 15,816,390 ........................... (re. $11,057,000)",235,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,3633000.0,"47 7,920,000 ......................................... (re. $3,633,000)",235,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,3633000.0,"47 7,920,000 ......................................... (re. $3,633,000)",235,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"50 school year (21785) ... 368,000 ..................... (re. $368,000)",235,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"50 school year (21785) ... 368,000 ..................... (re. $368,000)",235,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"50 school year (21785) ... 368,000 ..................... (re. $368,000)",235,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"50 school year (21785) ... 368,000 ..................... (re. $368,000)",235,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"50 school year (21785) ... 368,000 ..................... (re. $368,000)",235,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23344,2000000.0,"53 (23344) ... 2,000,000 ............................. (re. $1,428,000)",235,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23344,2000000.0,"53 (23344) ... 2,000,000 ............................. (re. $1,428,000)",235,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23344,2000000.0,"53 (23344) ... 2,000,000 ............................. (re. $1,428,000)",235,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23344,1428000.0,"53 (23344) ... 2,000,000 ............................. (re. $1,428,000)",235,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23344,1428000.0,"53 (23344) ... 2,000,000 ............................. (re. $1,428,000)",235,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,14907000.0,"60 24,238,360 ....................................... (re. $14,907,000)",235,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,14907000.0,"60 24,238,360 ....................................... (re. $14,907,000)",235,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,13605000.0,"5 46,896,420 ....................................... (re. $13,605,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,13605000.0,"5 46,896,420 ....................................... (re. $13,605,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,3626000.0,"7 20,871,680 ........................................ (re. $3,626,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,3626000.0,"7 20,871,680 ........................................ (re. $3,626,000)",236,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,15816390.0,"9 (21835) ... 15,816,390 ............................ (re. $2,579,000)",236,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,15816390.0,"9 (21835) ... 15,816,390 ............................ (re. $2,579,000)",236,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,15816390.0,"9 (21835) ... 15,816,390 ............................ (re. $2,579,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,2579000.0,"9 (21835) ... 15,816,390 ............................ (re. $2,579,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,2579000.0,"9 (21835) ... 15,816,390 ............................ (re. $2,579,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,113000.0,"30 7,920,000 ........................................... (re. $113,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,113000.0,"30 7,920,000 ........................................... (re. $113,000)",236,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"33 school year (21785) ... 368,000 ..................... (re. $253,000)",236,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"33 school year (21785) ... 368,000 ..................... (re. $253,000)",236,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"33 school year (21785) ... 368,000 ..................... (re. $253,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,253000.0,"33 school year (21785) ... 368,000 ..................... (re. $253,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,253000.0,"33 school year (21785) ... 368,000 ..................... (re. $253,000)",236,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23344,2000000.0,"36 (23344) ... 2,000,000 ............................... (re. $215,000)",236,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23344,2000000.0,"36 (23344) ... 2,000,000 ............................... (re. $215,000)",236,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23344,2000000.0,"36 (23344) ... 2,000,000 ............................... (re. $215,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23344,215000.0,"36 (23344) ... 2,000,000 ............................... (re. $215,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23344,215000.0,"36 (23344) ... 2,000,000 ............................... (re. $215,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,544000.0,"44 24,238,360 .......................................... (re. $544,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,544000.0,"44 24,238,360 .......................................... (re. $544,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,438000.0,"50 46,896,420 .......................................... (re. $438,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,438000.0,"50 46,896,420 .......................................... (re. $438,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,355000.0,"52 20,871,680 .......................................... (re. $355,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,355000.0,"52 20,871,680 .......................................... (re. $355,000)",236,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,15816390.0,"54 (21835) ... 15,816,390 .............................. (re. $381,000)",236,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,15816390.0,"54 (21835) ... 15,816,390 .............................. (re. $381,000)",236,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,15816390.0,"54 (21835) ... 15,816,390 .............................. (re. $381,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,381000.0,"54 (21835) ... 15,816,390 .............................. (re. $381,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,381000.0,"54 (21835) ... 15,816,390 .............................. (re. $381,000)",236,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,395000.0,"14 7,920,000 ........................................... (re. $395,000)",237,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,395000.0,"14 7,920,000 ........................................... (re. $395,000)",237,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"17 school year (21785) ... 368,000 ..................... (re. $278,000)",237,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"17 school year (21785) ... 368,000 ..................... (re. $278,000)",237,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"17 school year (21785) ... 368,000 ..................... (re. $278,000)",237,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,278000.0,"17 school year (21785) ... 368,000 ..................... (re. $278,000)",237,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,278000.0,"17 school year (21785) ... 368,000 ..................... (re. $278,000)",237,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23344,2000000.0,"20 (23344) ... 2,000,000 ................................ (re. $20,000)",237,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23344,2000000.0,"20 (23344) ... 2,000,000 ................................ (re. $20,000)",237,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23344,2000000.0,"20 (23344) ... 2,000,000 ................................ (re. $20,000)",237,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23344,20000.0,"20 (23344) ... 2,000,000 ................................ (re. $20,000)",237,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23344,20000.0,"20 (23344) ... 2,000,000 ................................ (re. $20,000)",237,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,1801000.0,"28 18,361,860 ........................................ (re. $1,801,000)",237,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,1801000.0,"28 18,361,860 ........................................ (re. $1,801,000)",237,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,38000.0,"49 6,000,000 ............................................ (re. $38,000)",237,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,38000.0,"49 6,000,000 ............................................ (re. $38,000)",237,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,184000.0,"52 school year (21785) ... 184,000 ...................... (re. $44,000)",237,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,184000.0,"52 school year (21785) ... 184,000 ...................... (re. $44,000)",237,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,184000.0,"52 school year (21785) ... 184,000 ...................... (re. $44,000)",237,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,44000.0,"52 school year (21785) ... 184,000 ...................... (re. $44,000)",237,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,44000.0,"52 school year (21785) ... 184,000 ...................... (re. $44,000)",237,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,858000.0,"61 18,361,860 .......................................... (re. $858,000)",237,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,858000.0,"61 18,361,860 .......................................... (re. $858,000)",237,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,550000.0,"2 15,811,180 .......................................... (re. $550,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,550000.0,"2 15,811,180 .......................................... (re. $550,000)",238,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,11981890.0,"4 (21835) ... 11,981,890 .............................. (re. $654,000)",238,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,11981890.0,"4 (21835) ... 11,981,890 .............................. (re. $654,000)",238,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,11981890.0,"4 (21835) ... 11,981,890 .............................. (re. $654,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,654000.0,"4 (21835) ... 11,981,890 .............................. (re. $654,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,654000.0,"4 (21835) ... 11,981,890 .............................. (re. $654,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,450000.0,"6 450,000 ............................................. (re. $450,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,450000.0,"6 450,000 ............................................. (re. $450,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,445000.0,"27 6,000,000 ........................................... (re. $445,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,445000.0,"27 6,000,000 ........................................... (re. $445,000)",238,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"30 school year (21785) ... 368,000 ..................... (re. $251,000)",238,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"30 school year (21785) ... 368,000 ..................... (re. $251,000)",238,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"30 school year (21785) ... 368,000 ..................... (re. $251,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,251000.0,"30 school year (21785) ... 368,000 ..................... (re. $251,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,251000.0,"30 school year (21785) ... 368,000 ..................... (re. $251,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,2248000.0,"38 15,301,860 ........................................ (re. $2,248,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,2248000.0,"38 15,301,860 ........................................ (re. $2,248,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,1002000.0,"40 13,176,180 ........................................ (re. $1,002,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,1002000.0,"40 13,176,180 ........................................ (re. $1,002,000)",238,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,9984890.0,"42 (21835) ... 9,984,890 ............................. (re. $1,154,000)",238,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,9984890.0,"42 (21835) ... 9,984,890 ............................. (re. $1,154,000)",238,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,9984890.0,"42 (21835) ... 9,984,890 ............................. (re. $1,154,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,1154000.0,"42 (21835) ... 9,984,890 ............................. (re. $1,154,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,1154000.0,"42 (21835) ... 9,984,890 ............................. (re. $1,154,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,450000.0,"44 450,000 ............................................. (re. $450,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,450000.0,"44 450,000 ............................................. (re. $450,000)",238,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,12000.0,"4 1,500,000 ............................................ (re. $12,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,12000.0,"4 1,500,000 ............................................ (re. $12,000)",239,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"7 school year (21785) ... 368,000 ..................... (re. $174,000)",239,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"7 school year (21785) ... 368,000 ..................... (re. $174,000)",239,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"7 school year (21785) ... 368,000 ..................... (re. $174,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,174000.0,"7 school year (21785) ... 368,000 ..................... (re. $174,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,174000.0,"7 school year (21785) ... 368,000 ..................... (re. $174,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,2360000.0,"16 29,605,920 ........................................ (re. $2,360,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,2360000.0,"16 29,605,920 ........................................ (re. $2,360,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,610000.0,"21 13,176,180 .......................................... (re. $610,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,610000.0,"21 13,176,180 .......................................... (re. $610,000)",239,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,9984890.0,"23 (21835) ... 9,984,890 ............................... (re. $266,000)",239,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,9984890.0,"23 (21835) ... 9,984,890 ............................... (re. $266,000)",239,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,9984890.0,"23 (21835) ... 9,984,890 ............................... (re. $266,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,266000.0,"23 (21835) ... 9,984,890 ............................... (re. $266,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,266000.0,"23 (21835) ... 9,984,890 ............................... (re. $266,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,20000.0,"38 1,500,000 ............................................ (re. $20,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,20000.0,"38 1,500,000 ............................................ (re. $20,000)",239,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"41 school year (21785) ... 368,000 ..................... (re. $101,000)",239,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"41 school year (21785) ... 368,000 ..................... (re. $101,000)",239,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"41 school year (21785) ... 368,000 ..................... (re. $101,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,101000.0,"41 school year (21785) ... 368,000 ..................... (re. $101,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,101000.0,"41 school year (21785) ... 368,000 ..................... (re. $101,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,224000.0,"46 13,176,180 .......................................... (re. $224,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,224000.0,"46 13,176,180 .......................................... (re. $224,000)",239,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,9984890.0,"48 (21835) ... 9,984,890 ............................... (re. $302,000)",239,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,9984890.0,"48 (21835) ... 9,984,890 ............................... (re. $302,000)",239,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,9984890.0,"48 (21835) ... 9,984,890 ............................... (re. $302,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,302000.0,"48 (21835) ... 9,984,890 ............................... (re. $302,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,302000.0,"48 (21835) ... 9,984,890 ............................... (re. $302,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,402000.0,"50 450,000 ............................................. (re. $402,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,402000.0,"50 450,000 ............................................. (re. $402,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,102000.0,"59 1,500,000 ........................................... (re. $102,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,102000.0,"59 1,500,000 ........................................... (re. $102,000)",239,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,211000.0,"6 15,301,860 .......................................... (re. $211,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,211000.0,"6 15,301,860 .......................................... (re. $211,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,72000.0,"8 13,176,180 ........................................... (re. $72,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,72000.0,"8 13,176,180 ........................................... (re. $72,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,9984890.0,"10 (21835) ... 9,984,890 ............................... (re. $421,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,9984890.0,"10 (21835) ... 9,984,890 ............................... (re. $421,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,9984890.0,"10 (21835) ... 9,984,890 ............................... (re. $421,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,421000.0,"10 (21835) ... 9,984,890 ............................... (re. $421,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21835,421000.0,"10 (21835) ... 9,984,890 ............................... (re. $421,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"13 school year (21785) ... 368,000 ..................... (re. $128,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"13 school year (21785) ... 368,000 ..................... (re. $128,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"13 school year (21785) ... 368,000 ..................... (re. $128,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,128000.0,"13 school year (21785) ... 368,000 ..................... (re. $128,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,128000.0,"13 school year (21785) ... 368,000 ..................... (re. $128,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,161000.0,"18 11,845,180 .......................................... (re. $161,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,161000.0,"18 11,845,180 .......................................... (re. $161,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"21 school year (21785) ... 368,000 ..................... (re. $165,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"21 school year (21785) ... 368,000 ..................... (re. $165,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"21 school year (21785) ... 368,000 ..................... (re. $165,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,165000.0,"21 school year (21785) ... 368,000 ..................... (re. $165,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,165000.0,"21 school year (21785) ... 368,000 ..................... (re. $165,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21830,12918260.0,"28 amount appropriated herein (21830) ... 12,918,260 .... (re. $31,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21830,12918260.0,"28 amount appropriated herein (21830) ... 12,918,260 .... (re. $31,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21830,12918260.0,"28 amount appropriated herein (21830) ... 12,918,260 .... (re. $31,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21830,31000.0,"28 amount appropriated herein (21830) ... 12,918,260 .... (re. $31,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21830,31000.0,"28 amount appropriated herein (21830) ... 12,918,260 .... (re. $31,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"31 school year (21785) ... 368,000 ..................... (re. $111,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"31 school year (21785) ... 368,000 ..................... (re. $111,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,368000.0,"31 school year (21785) ... 368,000 ..................... (re. $111,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,111000.0,"31 school year (21785) ... 368,000 ..................... (re. $111,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,21785,111000.0,"31 school year (21785) ... 368,000 ..................... (re. $111,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23419,5000000.0,"47 appropriation (23419) ... 5,000,000 ............... (re. $5,000,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23419,5000000.0,"47 appropriation (23419) ... 5,000,000 ............... (re. $5,000,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23419,5000000.0,"47 appropriation (23419) ... 5,000,000 ............... (re. $5,000,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23419,5000000.0,"47 appropriation (23419) ... 5,000,000 ............... (re. $5,000,000)",240,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23419,5000000.0,"47 appropriation (23419) ... 5,000,000 ............... (re. $5,000,000)",240,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,56138,340000000.0,"23 (56138) ... 340,000,000 ......................... (re. $340,000,000)",241,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,56138,340000000.0,"23 (56138) ... 340,000,000 ......................... (re. $340,000,000)",241,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,56138,340000000.0,"23 (56138) ... 340,000,000 ......................... (re. $340,000,000)",241,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,56138,340000000.0,"23 (56138) ... 340,000,000 ......................... (re. $340,000,000)",241,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,56138,340000000.0,"23 (56138) ... 340,000,000 ......................... (re. $340,000,000)",241,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23387,88360000.0,"45 (23387) ... 88,360,000 ........................... (re. $88,360,000)",241,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23387,88360000.0,"45 (23387) ... 88,360,000 ........................... (re. $88,360,000)",241,executive,2026
appropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23387,88360000.0,"45 (23387) ... 88,360,000 ........................... (re. $88,360,000)",241,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23387,88360000.0,"45 (23387) ... 88,360,000 ........................... (re. $88,360,000)",241,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,23387,88360000.0,"45 (23387) ... 88,360,000 ........................... (re. $88,360,000)",241,executive,2026
reappropriation,EDUCATION DEPARTMENT,AID TO LOCALITIES,N/A,85958000.0,"28 85,990,000 ....................................... (re. $85,958,000)",243,executive,2026
